LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE,BUTTON_TYPE
K215,DOE,K,21,P.S. 215 Morris H. Weiss,,7183392464,415 Avenue S,11223,1,Homecrest,54,992577,158633,above@schools.nyc.gov,schools.nyc.gov/schoolportals/21/k215,2,3,2,21K215,apply
K216,DOE,K,21,P.S. 216 Arturo Toscanini,,7186452862,350 Avenue X,11223,1,Gravesend,108,992592,154436,dneglia@schools.nyc.gov,schools.nyc.gov/schoolportals/21/k216,2,3,2,21K216,apply
K217,DOE,K,22,P.S. 217 Colonel David Marcus School,,7184346960,1100 Newkirk Avenue,11230,1,Flatbush,54,993532,170254,fconti@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k217,2,1,2,22K217,apply
K219,DOE,K,18,P.S. 219 Kennedy-King,,7183420493,1060 Clarkson Avenue,11212,1,Rugby-Remsen Village,72,1005636,179482,wsmith4@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k219,2,2,3,18K219,apply
K221,DOE,K,17,P.S. 221 Toussaint L'Ouverture,,7187560122,791 Empire Boulevard,11213,1,Crown Heights South,54,1001992,181087,cmoodie@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k221,2,3,3,17K221,apply
K222,DOE,K,22,P.S. 222 Katherine R. Snyder,,7189984298,3301 Quentin Road,11234,1,Georgetown-Marine Park-Bergen Beach-Mill Basin,36,1001222,162730,tolivie@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k222,2,3,3,22K222,apply
K224,DOE,K,19,P.S. 224 Hale A. Woodruff,,7182353600,757 Wortman Avenue,11208,1,East New York,54,1021400,181245,gandrews@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k224,3,3,3,19K224,apply
K225,DOE,K,21,P.S. 225 - The Eileen E. Zaglin,,7187439793,1075 Ocean View Avenue,11235,1,Brighton Beach,54,996381,150493,cgiardino@schools.nyc.gov,schools.nyc.gov/schoolportals/21/k225,3,2,3,21K225,apply
K226,DOE,K,21,P.S. 226 Alfred De B. Mason,,7182344940,6006 23rd Avenue,11204,1,Borough Park,54,990816,163430,stannen2@schools.nyc.gov,schools.nyc.gov/schoolportals/21/k226,3,7,3,21K226,apply
K229,DOE,K,20,P.S. 229 Dyker,,7182365447,1400 Benson Avenue,11228,1,Bath Beach,36,980536,161867,aabrams6@schools.nyc.gov,www.ps229.org,2,3,1,20K229,apply
K230,DOE,K,15,P.S. 230 Doris L. Cohen,,7184376135,1 Albemarle Road,11218,1,Kensington-Ocean Parkway,72,989589,174274,wacevedo@schools.nyc.gov,www.ps230.org,3,2,1,15K230,apply
K233,DOE,K,18,P.S. 233 Langston Hughes,,7183468103,9301 Avenue B,11236,1,Rugby-Remsen Village,54,1008108,176473,dstephe3@schools.nyc.gov,ps233-k12-et.schoolloop.com,2,3,1,18K233,apply
K235,DOE,K,18,P.S. 235 Janice Marie Knight School,,7187734869,525 Lenox Road,11203,1,East Flatbush-Farragut,34,1000596,177808,18k235@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k235,2,3,2,18K235,apply
K236,DOE,K,22,P.S. 236 Mill Basin,,7184446969,6302 Avenue U,11234,1,Georgetown-Marine Park-Bergen Beach-Mill Basin,54,1008407,163713,spaingankar@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k236,2,3,2,22K236,apply
K238,DOE,K,21,P.S. 238 Anne Sullivan,,7183394355,1633 East 8th Street,11223,1,Homecrest,90,993952,161103,hmusoff@schools.nyc.gov,schools.nyc.gov/schoolportals/21/k238,3,3,3,21K238,apply
K241,DOE,K,17,P.S. 241 Emma L. Johnston,,7186364725,976 President Street,11225,1,Crown Heights South,72,995159,183137,flucius@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k241,2,7,3,17K241,apply
K243,DOE,K,16,P.S. 243 - The Weeksville School,,7186046909,1580 Dean Street,11213,1,Crown Heights North,36,1002089,185602,khambri@schools.nyc.gov,schools.nyc.gov/schoolportals/16/k243,2,3,3,16K243,apply
K244,DOE,K,18,P.S. 244 Richard R. Green,,7183466240,5404 Tilden Avenue,11203,1,Rugby-Remsen Village,36,1004799,175523,dedwards@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k244,2,1,3,18K244,apply
K245,DOE,K,22,P.S. 245,,7182842330,249 East 17th Street,11226,1,Flatbush,18,994460,174275,ewillia14@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k245,2,3,1,22K245,apply
K249,DOE,K,17,P.S. 249 The Caton,,7182828828,18 Marlborough Road,11226,1,Flatbush,36,993672,175985,ebrown4@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k249,5,9,3,17K249,apply
K250,DOE,K,14,P.S. 250 George H. Lindsay,,7183840889,108 Montrose Avenue,11206,1,East Williamsburg,36,999367,196898,rlaciop@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k250,2,7,2,14K250,apply
K251,DOE,K,22,P.S. 251 Paerdegat,,7182514110,1037 East 54th Street,11234,1,Flatlands,72,1005229,169731,snoel@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k251,2,3,2,22K251,apply
K253,DOE,K,21,P.S. 253,,7183323331,601 Oceanview Avenue,11235,1,Brighton Beach,36,994786,150445,lsperon@schools.nyc.gov,www.ps253.org,3,3,2,21K253,apply
K254,DOE,K,22,P.S. 254 Dag Hammarskjold,,7187430890,1801 Avenue Y,11235,1,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,54,997650,154387,lalhono@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k254,2,3,3,22K254,apply
K255,DOE,K,22,P.S. 255 Barbara Reing School,,7183768494,1866 East 17th Street,11229,1,Madison,54,996599,159460,22k255@schools.nyc.gov,www.ps255.org,2,3,2,22K255,apply
K256,DOE,K,13,P.S. 256 Benjamin Banneker,,7188579820,114 Kosciusko Street,11216,1,Bedford,18,997996,190930,shemphi@schools.nyc.gov,schools.nyc.gov/schoolportals/13/k256,2,3,3,13K256,apply
K257,DOE,K,14,P.S. 257 John F. Hylan,,7183847128,60 Cook Street,11206,1,East Williamsburg,72,1000387,195182,bdevale@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k257,2,3,2,14K257,apply
K261,DOE,K,15,P.S. 261 Philip Livingston,,7183309275,314 Pacific Street,11201,1,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,36,987498,189739,zmills@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k261,2,3,3,15K261,apply
K262,DOE,K,16,P.S. 262 El Hajj Malik El Shabazz Elementary School,,7184530780,500 Macon Street,11233,1,Crown Heights North,18,1003439,188207,jfergus@schools.nyc.gov,www.ps262.org/home.aspx,3,3,1,16K262,apply
K268,DOE,K,18,P.S. 268 Emma Lazarus,,7187735332,133 East 53rd Street,11203,1,Rugby-Remsen Village,36,1004222,178695,sfaircl2@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k268,3,1,2,18K268,apply
K269,DOE,K,22,P.S. 269 Nostrand,,7189412800,1957 Nostrand Avenue,11210,1,Flatbush,36,998637,171620,jpagan22@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k269,3,2,2,22K269,apply
K270,DOE,K,13,P.S. 270 Johann Dekalb,,7186235280,241 Emerson Place,11205,1,Clinton Hill,36,994858,191250,sneely@schools.nyc.gov,www.ps270k.org,2,3,1,13K270,apply
K272,DOE,K,18,P.S. 272 Curtis Estabrook,,7182411300,101-24 Seaview Avenue,11236,1,Canarsie,54,1015776,170978,SThompson11@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k272,2,3,1,18K272,apply
K273,DOE,K,19,P.S. 273 Wortman,,7186495739,923 Jerome Street,11207,1,East New York,36,1017724,178998,mavery@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k273,2,3,3,19K273,apply
K274,DOE,K,32,P.S. 274 Kosciusko,,7185740273,800 Bushwick Avenue,11221,1,Bushwick South,54,1004235,192463,sliebov@schools.nyc.gov,schools.nyc.gov/schoolportals/32/k274,3,3,2,32K274,apply
K276,DOE,K,18,P.S. 276 Louis Marshall,,7182415757,1070 East 83rd Street,11236,1,Canarsie,90,1009806,170304,yfideli@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k276,2,3,1,18K276,apply
K277,DOE,K,22,P.S. 277 Gerritsen Beach,,7187436689,2529 Gerritsen Avenue,11229,1,park-cemetery-etc-Brooklyn,18,1004025,156476,jfish3@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k277,2,7,3,22K277,apply
K279,DOE,K,18,P.S. 279 Herman Schreiber,,7184444316,1070 East 104th Street,11236,1,Canarsie,54,1014148,173995,lchambers@schools.nyc.gov,schools.nyc.gov/schoolportals/18/k279,2,3,1,18K279,apply
K282,DOE,K,13,P.S. 282 Park Slope,,7186221626,180 6 Avenue,11217,1,Park Slope-Gowanus,90,990528,185686,rhoke2@schools.nyc.gov,schools.nyc.gov/schoolportals/13/k282,2,7,1,13K282,apply
K284,DOE,K,23,P.S. 284 Lew Wallace,,7184957791,213 Osborn Street,11212,1,Brownsville,18,1009713,182433,smunlin@schools.nyc.gov,schools.nyc.gov/schoolportals/23/k284,3,3,3,23K284,apply
K287,DOE,K,13,P.S. 287 Bailey K. Ashford,,7188344745,50 Navy Street,11201,1,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,54,989646,193541,mrawlin@schools.nyc.gov,schools.nyc.gov/schoolportals/13/k287,2,3,3,13K287,apply
K288,DOE,K,21,P.S. 288 The Shirley Tanyhill,,7183822100,2950 West 25th Street,11224,1,Seagate-Coney Island,36,986489,148550,qdixon@schools.nyc.gov,schools.nyc.gov/schoolportals/21/k288,2,3,3,21K288,apply
K289,DOE,K,17,P.S. 289 George V. Brower,,7184933824,900 St Marks Avenue,11213,1,Crown Heights North,54,1000161,185127,charris10@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k289,2,3,3,17K289,apply
K290,DOE,K,19,P.S. 290 Juan Morel Campos,,7186471113,135 Schenck Avenue,11207,1,East New York,18,1014828,186269,wgeorge@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k290,2,7,3,19K290,apply
K295,DOE,K,15,P.S. 295,,7189650390,330 18th Street,11215,1,Sunset Park West,36,987497,180088,lmazza2@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k295,2,6,2,15K295,apply
K297,DOE,K,14,P.S. 297 Abraham Stockton,,7183884581,700 Park Avenue,11206,1,Bedford,18,998722,193501,jbrown28@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k297,2,2,3,14K297,apply
K298,DOE,K,23,P.S. 298 Dr. Betty Shabazz,,7184957793,85 Watkins Street,11212,1,Brownsville,36,1009717,183748,jdill2@schools.nyc.gov,schools.nyc.gov/schoolportals/23/k298,3,3,3,23K298,apply
K299,DOE,K,32,P.S. 299 Thomas Warren Field,,7184738230,88 Woodbine Street,11221,1,Bushwick South,36,1006948,191065,wkirk2@schools.nyc.gov,schools.nyc.gov/schoolportals/32/k299,2,3,3,32K299,apply
K305,DOE,K,13,P.S. 305 Dr. Peter Ray,,7187893962,344 Monroe Street,11216,1,Bedford,18,999440,189237,jmortle@schools.nyc.gov,schools.nyc.gov/schoolportals/13/k305,3,3,1,13K305,apply
K306,DOE,K,19,P.S. 306 Ethan Allen,,7186493155,970 Vermont Street,11207,1,East New York,54,1015729,178294,lburrou2@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k306,2,3,3,19K306,apply
K307,DOE,K,13,P.S. 307 Daniel Hale Williams,,7188344748,209 York Street,11201,1,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,108,989154,194795,scarroll2@schools.nyc.gov,www.ps307.com,2,3,1,13K307,apply
K308,DOE,K,16,P.S. 308 Clara Cardwell,,7185742373,616 Quincy Street,11221,1,Stuyvesant Heights,36,1002138,190193,arodriguez131@schools.nyc.gov,schools.nyc.gov/schoolportals/16/k308,2,3,3,16K308,apply
K309,DOE,K,16,P.S. 309 The George E. Wibecan Preparatory Academy,,7185742381,794 Monroe Street,11221,1,Stuyvesant Heights,36,1005096,190095,nperry@schools.nyc.gov,schools.nyc.gov/schoolportals/16/k309,2,3,3,16K309,apply
K312,DOE,K,22,P.S. 312 Bergen Beach,,7187634015,7103 Avenue T,11234,1,Georgetown-Marine Park-Bergen Beach-Mill Basin,54,1009516,165687,syoo2@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k312,2,3,3,22K312,apply
K315,DOE,K,22,P.S. 315,,7184219560,2310 Glenwood Road,11210,1,Flatbush,18,996836,169983,jranft@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k315,5,9,3,22K315,apply
K316,DOE,K,17,P.S. 316 Elijah Stroud,,7186384043,750 Classon Avenue,11238,1,Prospect Heights,54,995275,184983,omaluf@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k316,2,3,2,17K316,apply
K319,DOE,K,14,P.S. 319,<p><strong> Dual Language</strong>: Spanish</p>,7183881588,360 Keap Street,11211,1,North Side-South Side,54,996943,197833,azamora@schools.nyc.gov,www.ps319williamsburg.org,3,3,2,14K319,apply
K323,DOE,K,23,P.S./I.S. 323,,7184957781,210 Chester Street,11212,1,Brownsville,36,1008967,182129,lharris7@schools.nyc.gov,schools.nyc.gov/schoolportals/23/k323,2,3,3,23K323,apply
K325,DOE,K,19,The Fresh Creek School,,7182721843,875 Williams Avenue,11207,1,Canarsie,18,1013425,177575,jdanver@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k325,3,3,3,19K325,apply
K326,DOE,K,22,P.S. 326,,7182414828,1800 Utica Avenue,11234,1,Flatlands,36,1004255,168322,ps326k@gmail.com,schools.nyc.gov/schoolportals/22/k326,2,3,3,22K326,apply
K327,DOE,K,23,P.S. 327 Dr. Rose B. English,,7184957801,111 Bristol Street,11212,1,Brownsville,36,1008565,182832,kchance@schools.nyc.gov,schools.nyc.gov/schoolportals/23/k327,2,3,3,23K327,apply
K328,DOE,K,19,P.S. 328 Phyllis Wheatley,,7183459393,330 Alabama Avenue,11207,1,East New York (Pennsylvania Ave),36,1012592,182724,bgedach@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k328,2,3,3,19K328,apply
K329,DOE,K,21,P.S. 329 Surfside,,7189963800,2929 West 30th Street,11224,1,Seagate-Coney Island,48,985280,148621,smarbury@schools.nyc.gov,ps329.schoolwires.com,2,7,2,21K329,apply
K335,DOE,K,16,P.S. 335 Granville T. Woods,,7184937736,130 Rochester Avenue,11213,1,Crown Heights North,36,1004279,185080,principalthompson335@gmail.com,schools.nyc.gov/schoolportals/16/k335,2,3,3,16K335,apply
K345,DOE,K,19,P.S. 345 Patrolman Robert Bolden,,7186478387,111 Berriman Street,11208,1,East New York,36,1017442,185631,lharris@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k345,3,3,3,19K345,apply
K346,DOE,K,19,P.S. 346 Abe Stark,,7186423000,1400 Pennsylvania Avenue,11239,1,Starrett City,72,1017241,175113,kcaifa@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k346,2,7,3,19K346,apply
K361,DOE,K,22,P.S. 361 East Flatbush Early Childhood School,,7188560600,3109 Newkirk Avenue,11226,1,East Flatbush-Farragut,36,998889,172474,tfrazie@schools.nyc.gov,schools.nyc.gov/schoolportals/22/k361,5,9,3,22K361,apply
K362,Charter,K,15,Hellenic Classical Charter School,,7184990957,646 5th Avenue,11215,1,Park Slope-Gowanus,18,986446,180696,joypetrakos@aol.com,www.hccs-nys.org,3,3,2,84K362,Info
K375,DOE,K,17,P.S. 375 Jackie Robinson School,,7186936655,46 Mckeever Place,11225,1,Crown Heights South,36,995616,181569,dmccray@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k375,3,3,1,17K375,apply
K377,DOE,K,32,P.S. 377 Alejandrina B. De Gautier,,7185740325,200 Woodbine Street,11221,1,Bushwick South,36,1007748,192137,dzagami@schools.nyc.gov,schools.nyc.gov/schoolportals/32/k377,2,7,1,32K377,apply
K380,DOE,K,14,P.S. 380 John Wayne Elementary,,7183880607,370 Marcy Avenue,11206,1,Bedford,90,997286,195193,enunez2@schools.nyc.gov,schools.nyc.gov/schoolportals/14/k380,2,3,1,14K380,apply
K384,DOE,K,32,P.S./I.S. 384 Frances E. Carter,,7185740382,242 Cooper Street,11207,1,Bushwick North,36,1010650,190805,praulli@schools.nyc.gov,schools.nyc.gov/schoolportals/32/k384,3,3,2,32K384,apply
K394,DOE,K,17,M.S. 394,,7187563164,188 Rochester Avenue,11213,1,Crown Heights North,72,1004230,184390,gshawpieters@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k394,2,3,1,17K394,apply
K397,DOE,K,17,P.S. 397 Foster-Laurie,,7187745200,490 Fenimore Street,11203,1,Prospect Lefferts Gardens-Wingate,12,999152,179350,ncolon@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k397,3,3,3,17K397,apply
K398,DOE,K,17,P.S. 398 Walter Weaver,,7187744466,60 East 94th Street,11212,1,Rugby-Remsen Village,72,1004514,181037,tkatanb@schools.nyc.gov,schools.nyc.gov/schoolportals/17/k398,2,3,1,17K398,apply
K401,DOE,K,23,Christopher Avenue Community School,,7184955761,51 Christopher Avenue,11212,1,Brownsville,36,1010172,184286,dmitche5@schools.nyc.gov,schools.nyc.gov/schoolportals/23/k401,2,3,2,23K401,apply
K414,DOE,K,14,Brooklyn Arbor Elementary School,,7189630393,325 South 3rd Street,11211,1,North Side-South Side,36,996823,197823,parents@brooklynarbor.org,www.brooklynarbor.org,3,3,2,14K414,apply
K418,DOE,K,15,The Children's School,,7186245271,512 Carroll Street,11215,1,Park Slope-Gowanus,36,988339,185805,amattia@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k418,5,9,3,15K418,Info
K446,DOE,K,23,Riverdale Avenue Community School,,7184851679,76 Riverdale Avenue,11212,1,Brownsville,54,1008129,179818,info@riverdaleavenuebrooklyn.org,www.riverdaleavenuebrooklyn.org,3,3,2,23K446,apply
K506,DOE,K,20,P.S. 506: The School of Journalism & Technology,,7184920087,330 59th Street,11220,1,Sunset Park West,18,978978,173219,jpenate@schools.nyc.gov,schools.nyc.gov/schoolportals/20/k506,5,9,3,20K506,apply
K516,DOE,K,15,Sunset Park Avenues Elementary School,<p><strong> Dual Language</strong>: Spanish</p>,7183698330,4222 4th Avenue,11232,1,Sunset Park West,54,982001,176375,jrogness@schools.nyc.gov,www.sunsetparkavenues.org,3,2,2,15K516,apply
K532,DOE,K,17,New Bridges Elementary,,7183638200,1025 Eastern Parkway,11213,1,Crown Heights North,90,1002383,183018,info@ps532newbridges.org,schools.nyc.gov/schoolportals/17/k532,2,3,2,17K532,apply
K557,DOE,K,19,Brooklyn Gardens Elementary School,,7184957012,574 Dumont Avenue,11207,1,East New York (Pennsylvania Ave),36,1012624,181861,19k557@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k557,2,3,2,19K557,apply
K599,DOE,K,23,Brooklyn Landmark Elementary School,,7184432747,251 Mcdougal Street,11233,1,Ocean Hill,36,1009034,187147,bklandmark@gmail.com,schools.nyc.gov/schoolportals/23/k599,3,3,3,23K599,apply
K627,DOE,K,16,Brighter Choice Community School,,7185742378,280 Hart Street,11206,1,Stuyvesant Heights,18,1000682,192156,fmcintosh2@schools.nyc.gov,schools.nyc.gov/schoolportals/16/k627,2,3,3,16K627,apply
K628,DOE,K,16,Brooklyn Brownstone School,,7185732307,272 Macdonough Street,11233,1,Stuyvesant Heights,36,1002011,187716,ksuluki@schools.nyc.gov,schools.nyc.gov/schoolportals/16/k628,2,2,3,16K628,apply
K636,DOE,K,16,Young Scholars' Academy for Discovery and Exploration,,7184534081,280 Hart Street,11206,1,Stuyvesant Heights,36,1000682,192156,bthomps@schools.nyc.gov,schools.nyc.gov/schoolportals/16/k636,2,3,3,16K636,apply
K651,Charter,K,15,PAVE Academy Charter School,,9178030380,76 Lorraine Street,11231,1,Carroll Gardens-Columbia Street-Red Hook,36,982340,184973,cwestendarp@paveacademy.org,www.paveacademy.org,3,3,2,84K651,Info
K676,DOE,K,15,Red Hook Neighborhood School,,7183302238,27 Huntington Street,11231,1,Carroll Gardens-Columbia Street-Red Hook,36,982817,186131,dthompson14@schools.nyc.gov,schools.nyc.gov/schoolportals/15/k676,2,3,3,15K676,apply
K677,DOE,K,19,East New York Elementary School of Excellence,,7182726075,605 Shepherd Avenue,11208,1,East New York,36,1017646,183175,jhuger@schools.nyc.gov,schools.nyc.gov/schoolportals/19/k677,2,7,3,19K677,apply
K702,Charter,K,13,Community Partnership Charter School Pre-Kindergarten,,7183993824,241 Emerson Place,11205,1,Clinton Hill,18,994858,191250,info@cpcsschool.org,www.cpcsschool.org,5,9,3,84K702,Info
K705,DOE,K,17,Brooklyn Arts and Science Elementary School,Note: Students who are English Language Learners and/or are in the child welfare system will have priority for 20% of seats. If the applicant is in the child welfare system please contact the school directly.,7182300851,443 St Marks Avenue,11238,1,Crown Heights North,72,995329,185846,brooklynartselementary@gmail.com,www.brooklynartselementary.org,2,3,3,17K705,apply
K748,DOE,K,20,P.S. 748 Brooklyn School for Global Scholars,,7183823130,1664 Benson Avenue,11214,1,Bath Beach,36,982251,160508,uannio@schools.nyc.gov,www.ps748scholars.com,2,3,3,20K748,apply
K770,DOE,K,17,P.S. 770 New American Academy,,7182215837,60 East 94th Street,11212,1,Rugby-Remsen Village,36,1004514,181037,jsaratovsky@thenewamericanacademy.org,www.ps770.org,3,3,1,17K770,apply
K863,DOE,K,15,Pre-K Center at Bishop Ford School Site,,7189651190,500 19th Street ,11215,1,Windsor Terrace,504,988935,178619,lscott3@schools.nyc.gov,www.ps10.org,2,9,2,15K863,apply
KAAE,NYCEEC,K,20,Adelphi Academy of Brooklyn,,7182383308,8515 Ridge Boulevard,11209,1,Bay Ridge,36,974960,166891,romanosi@adelphinyc.org,n/a,5,9,1,20KAAE,apply
KAAS,NYCEEC,K,17,Associated Beth Rivkah School - UPK,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7187350400,470 Lefferts Avenue,11225,3,Prospect Lefferts Gardens-Wingate,80,999243,180701,ldeitsch@bethrivkah.edu,n/a,5,9,1,17KAAS,Info
KABC,NYCEEC,K,20,Bais Sarah School,<p><strong> Enhanced Language Support</strong>: Yiddish</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7188717571,6101 16th Avenue,11204,2,Bensonhurst West,73,986296,166684,baissarahupk@verizon.net,n/a,5,9,2,20KABC,apply
KABD,NYCEEC,K,20,Bais Tziporah,<p><strong> Enhanced Language Support</strong>: Yiddish</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7184368336,1449 39th Street,11218,1,Borough Park,29,988969,171953,btmsm@aol.com,n/a,5,9,2,20KABD,apply
KABE,NYCEEC,K,21,Bais Yaakov D'Chassidei Gur,<p><strong> Enhanced Language Support</strong>: Yiddish</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p><p><strong>Alert</strong>: Program may have income or other eligibility requirements. Contact for more information.</p>,7183385600,1975 51st Street,11204,2,Borough Park,31,990372,166854,esmith@thejnet.com,n/a,5,9,1,21KABE,apply
KABF,NYCEEC,K,21,Bais Yaakov Academy UPK,,7183394747,1213 Elm Avenue,11230,3,Midwood,60,994673,164064,mlevin@gamlacollege.com,n/a,5,9,3,21KABF,Info
KABN,NYCEEC,K,21,Barkai Yeshivah,<p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7189987473,5302 21st Avenue,11204,3,Borough Park,40,990678,165899,bmorano@barkaionline.org,n/a,5,9,2,21KABN,Info
KABP,NYCEEC,K,18,Battalion Christian Academy,,7189130100,780 Schenectady Avenue,11203,1,East Flatbush-Farragut,36,1002674,177681,alcockfield@gmail.com,n/a,3,3,1,18KABP,apply
KABU,NYCEEC,K,19,Be-Er Hagolah Institutes,<p><strong> Enhanced Language Support</strong>: Russian</p><p><strong> Alert: </strong>Program may utilize flexible scheduling policy. Please contact program directly for details about pre-K schedule.</p>,7186426800,671 Louisiana Avenue,11239,1,Starrett City,72,1016540,174521,bhagolah@aol.com,www.beerhagolah.org,3,3,1,19KABU,apply
