LOCCODE,PREK_TYPE,BOROUGH,DISTRICT,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,AREA_NAME,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
K214,DOE,K,19,P.S. 214 Michael Friedsam,,(718) 647-1740,2944 PITKIN AVENUE,11208,1,Cypress Hills - City Line,108,1022233,185689,SMahabi@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K214,3,3,3,19K214
K215,DOE,K,21,P.S. 215 Morris H. Weiss,,(718) 339-2464,415 AVENUE S,11223,1,Homecrest,54,992559,158723,above@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K215,2,3,3,21K215
K216,DOE,K,21,P.S. 216 Arturo Toscanini,,(718) 645-2862,350 AVENUE X,11223,1,Gravesend,84,992663,154348,DNeglia@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K216,2,3,3,21K216
K217,DOE,K,22,P.S. 217 Colonel David Marcus School,,(718) 434-6960,1100 NEWKIRK AVENUE,11230,1,Flatbush,54,993573,170160,fconti@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K217,2,1,3,22K217
K219,DOE,K,18,P.S. 219 Kennedy-King,,(718) 342-0493,1060 CLARKSON AVENUE,11212,1,Rugby - Remsen Village,72,1005716,179426,wsmith4@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K219,2,2,3,18K219
K221,DOE,K,17,P.S. 221 Toussaint L'Ouverture,,(718) 756-0122,791 EMPIRE BOULEVARD,11213,1,Crown Heights South,54,1001983,181168,cmoodie@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K221,2,3,3,17K221
K222,DOE,K,22,P.S. 222 Katherine R. Snyder,,(718) 998-4298,3301 QUENTIN ROAD,11234,1,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,36,1001227,162862,tolivie@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K222,2,3,3,22K222
K224,DOE,K,19,P.S. 224 Hale A. Woodruff,,(718) 235-3600,757 WORTMAN AVENUE,11208,1,East New York,54,1021434,181544,gandrews@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K224,3,3,3,19K224
K225,DOE,K,21,P.S. K225 - The Eileen E. Zaglin,,(718) 743-9793,1075 OCEAN VIEW AVENUE,11235,1,Brighton Beach,66,996443,150554,MCosmai@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K225,3,2,3,21K225
K226,DOE,K,21,P.S. 226 Alfred De B.Mason,,(718) 234-4940,6006 23 AVENUE,11204,1,Borough Park,54,990693,163416,stannen2@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K226,3,7,3,21K226
K229,DOE,K,20,P.S. 229 Dyker,,(718) 236-5447,1400 BENSON AVENUE,11228,1,Bath Beach,30,980558,161737,rzappul@schools.nyc.gov,PS229.org,2,3,3,20K229
K230,DOE,K,15,P.S. 230 Doris L. Cohen,,(718) 437-6135,1 ALBEMARLE ROAD,11218,1,Kensington - Ocean Parkway,72,989675,174378,mdellaragione@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K230,3,2,3,15K230
K233,DOE,K,18,P.S. 233 Langston Hughes,,(718) 346-8103,9301 AVENUE B,11236,1,Rugby - Remsen Village,72,1008110,176607,tallen10@schools.nyc.gov,ps233-k12-et.schoolloop.com,2,3,3,18K233
K235,DOE,K,18,P.S. 235 Lenox School,,(718) 773-4869,525 LENOX ROAD,11203,1,East Flatbush - Farragut,36,1000654,177895,llord@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K235,2,3,3,18K235
K236,DOE,K,22,P.S. 236 Mill Basin,,(718) 444-6969,6302 AVENUE U,11234,1,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,54,1008520,163671,alabella@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K236,2,3,3,22K236
K238,DOE,K,21,P.S. 238 Anne Sullivan,,(718) 339-4355,1633 EAST 8 STREET,11223,1,Homecrest,84,994024,161069,hmusoff@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K238,3,3,3,21K238
K241,DOE,K,17,P.S. 241 Emma L. Johnston,,(718) 636-4725,976 PRESIDENT STREET,11225,1,Crown Heights South,72,995237,183023,flucius@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K241,2,7,3,17K241
K243,DOE,K,16,P.S. 243K- The Weeksville School,,(718) 604-6909,1580 DEAN STREET,11213,1,Crown Heights North,36,1002118,185508,khambri@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K243,2,3,3,16K243
K244,DOE,K,18,P.S. 244 Richard R. Green,,(718) 346-6240,5404 TILDEN AVENUE,11203,1,Rugby - Remsen Village,36,1004881,175443,dedwards@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K244,2,1,3,18K244
K245,DOE,K,22,P.S. 245,,(718) 284-2330,249 EAST 17TH STREET,11226,1,Flatbush,18,994541,174249,ewillia14@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K245,2,3,3,22K245
K247,DOE,K,20,P.S. 247 Brooklyn,,(718) 236-4205,7000 21 AVENUE,11204,1,Bensonhurst West,18,987819,162329,cogno@schools.nyc.gov,schools.nyc.gov/schoolportals/20/K247,2,3,3,20K247
K249,DOE,K,17,P.S. 249 The Caton,,(718) 282-8828,18 MARLBOROUGH ROAD,11226,1,Flatbush,36,993590,175985,ebrown4@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K249,5,9,3,17K249
K250,DOE,K,14,P.S. 250 George H. Lindsay,,(718) 384-0889,108 MONTROSE AVENUE,11206,1,East Williamsburg,36,999425,196814,nbarnes2@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K250,2,7,3,14K250
K251,DOE,K,22,P.S. 251 Paerdegat,,(718) 251-4110,1037 EAST 54 STREET,11234,1,Flatlands,90,1005337,169271,sboyer@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K251,2,3,3,22K251
K253,DOE,K,21,P.S. 253,,(718) 332-3331,601 OCEANVIEW AVENUE,11235,1,Brighton Beach,36,994847,150547,lsperon@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K253,3,3,3,21K253
K254,DOE,K,22,P.S. 254 Dag Hammarskjold,,(718) 743-0890,1801 AVENUE Y,11235,1,Sheepshd By -Gerritsen Bch -Manhattn Bch,54,997727,154490,lalhono@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K254,2,3,3,22K254
K255,DOE,K,22,P.S. 255 Barbara Reing School,,(718) 376-8494,1866 EAST 17 STREET,11229,1,Madison,46,996523,159403,22k255@schools.nyc.gov,ps255.org,2,3,3,22K255
K256,DOE,K,13,P.S. 256 Benjamin Banneker,,(718) 857-9820,114 KOSCIUSKO STREET,11216,1,Bedford,18,998224,190889,shemphi@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K256,2,3,3,13K256
K257,DOE,K,14,P.S. 257 John F. Hylan,,(718) 384-7128,60 COOK STREET,11206,1,East Williamsburg,64,1000436,195288,bjusino@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K257,2,3,3,14K257
K261,DOE,K,15,P.S. 261 Philip Livingston,,(718) 330-9275,314 PACIFIC STREET,11201,1,Dumbo - Vingr Hl - Dwntn Brkl - Boerm Hl,36,987504,189641,zmills@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K261,2,3,3,15K261
K262,DOE,K,16,P.S. 262 El Hajj Malik El Shabazz Elementary School,,(718) 453-0780,500 MACON STREET,11233,1,Crown Heights North,18,1003788,188160,igarner@schools.nyc.gov,ps262.org/home.aspx,3,3,1,16K262
K268,DOE,K,18,P.S. 268 Emma Lazarus,,(718) 773-5332,133 EAST 53 STREET,11203,1,Rugby - Remsen Village,36,1004308,178698,ps268.net,schools.nyc.gov/schoolportals/18/K268,3,1,3,18K268
K269,DOE,K,22,P.S. 269 Nostrand,,(718) 941-2800,1957 NOSTRAND AVENUE,11210,1,Flatbush,36,998729,171624,jpagan22@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K269,3,2,3,22K269
K270,DOE,K,13,P.S. 270 Johann DeKalb,,(718) 623-5280,241 EMERSON PLACE,11205,1,Clinton Hill,54,994945,191064,sneely@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K270,2,3,3,13K270
K272,DOE,K,18,P.S. 272 Curtis Estabrook,,(718) 241-1300,101-24 SEAVIEW AVENUE,11236,1,Canarsie,64,1015842,170884,hpinckney@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K272,2,3,1,18K272
K273,DOE,K,19,P.S. 273 Wortman,,(718) 649-5739,923 JEROME STREET,11207,1,East New York,36,1017806,179114,mavery@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K273,2,3,3,19K273
K274,DOE,K,32,P.S. 274 Kosciusko,,(718) 574-0273,800 BUSHWICK AVENUE,11221,1,Bushwick South,54,1004250,192316,mollivi@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K274,3,3,3,32K274
K276,DOE,K,18,P.S. 276 Louis Marshall,,(718) 241-5757,1070 EAST 83 STREET,11236,1,Canarsie,144,1009786,170188,yfideli@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K276,2,3,3,18K276
K277,DOE,K,22,P.S. 277 Gerritsen Beach,,(718) 743-6689,2529 GERRITSEN AVENUE,11229,1,Sheepshd By -Gerritsen Bch -Manhattn Bch,18,1004239,156389,jfish3@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K277,2,7,3,22K277
K279,DOE,K,18,P.S. 279 Herman Schreiber,,(718) 444-4316,1070 EAST 104 STREET,11236,1,Canarsie,72,1014049,173991,trawleigh@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K279,2,3,3,18K279
K280,DOE,K,15,Pre-K Center At Bishop Ford School Site,,(718) 965-1190,500 19th Street ,11215,1,Windsor Terrace,378,989077,178398,mseide2@schools.nyc.gov,ps10.org,2,2,1,15K280
K282,DOE,K,13,P.S. 282 Park Slope,,(718) 622-1626,180 6 AVENUE,11217,1,Park Slope - Gowanus,90,990423,185765,RHoke2@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K282,2,7,3,13K282
K284,DOE,K,23,P.S. 284 Lew Wallace,,(718) 495-7791,213 OSBORN STREET,11212,1,Brownsville,18,1009894,182254,jsanders2@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K284,3,3,3,23K284
K287,DOE,K,13,P.S. 287 Bailey K. Ashford,,(718) 834-4745,50 NAVY STREET,11201,1,Dumbo - Vingr Hl - Dwntn Brkl - Boerm Hl,54,989554,193596,jfrancois5@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K287,2,3,3,13K287
K288,DOE,K,21,P.S. 288 The Shirley Tanyhill,,(718) 382-2100,2950 WEST 25 STREET,11224,1,Seagate - Coney Island,36,986399,148501,dlamber3@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K288,2,3,3,21K288
K289,DOE,K,17,P.S. 289 George V. Brower,,(718) 493-3824,900 ST MARKS AVENUE,11213,1,Crown Heights North,48,1000334,185025,djeffer@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K289,2,3,3,17K289
K290,DOE,K,19,P.S. 290 Juan Morel Campos,,(718) 647-1113,135 SCHENCK AVENUE,11207,1,East New York,18,1014898,186364,wgeorge@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K290,2,7,3,19K290
K295,DOE,K,15,P.S. 295,,(718) 965-0390,330 18 STREET,11215,1,Sunset Park West,54,987330,180120,lmazza2@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K295,2,6,3,15K295
K297,DOE,K,14,P.S. 297 Abraham Stockton,,(718) 388-4581,700 PARK AVENUE,11206,1,Bedford,18,998786,193431,jbrown28@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K297,2,2,3,14K297
K298,DOE,K,23,P.S. 298 Dr. Betty Shabazz,,(718) 495-7793,85 WATKINS STREET,11212,1,Brownsville,46,1009797,183759,jdill2@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K298,3,3,3,23K298
K299,DOE,K,32,P.S. 299 Thomas Warren Field,,(718) 574-0301,88 WOODBINE STREET,11221,1,Bushwick South,36,1007012,191023,wkirk2@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K299,2,3,3,32K299
K305,DOE,K,13,P.S. 305 Dr. Peter Ray,,(718) 789-3962,344 MONROE STREET,11216,1,Bedford,18,999466,189159,jmortle@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K305,3,3,3,13K305
K306,DOE,K,19,P.S. 306 Ethan Allen,,(718) 649-3155,970 VERMONT STREET,11207,1,East New York,54,1015725,178099,lburrou2@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K306,2,3,3,19K306
K307,DOE,K,13,P.S. 307 Daniel Hale Williams,,(718) 834-4748,209 YORK STREET,11201,1,Dumbo - Vingr Hl - Dwntn Brkl - Boerm Hl,100,989287,194892,rdavenport@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K307,2,3,1,13K307
K308,DOE,K,16,P.S. 308 Clara Cardwell,,(718) 574-2373,616 QUINCY STREET,11221,1,Stuyvesant Heights,28,1002040,190109,gpatter@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K308,2,3,3,16K308
K309,DOE,K,16,P.S. 309 The George E. Wibecan Preparatory Academy,,(718) 574-2381,794 MONROE STREET,11221,1,Stuyvesant Heights,28,1005259,190031,aaponte10@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K309,2,3,3,16K309
K312,DOE,K,22,P.S. 312 Bergen Beach,,(718) 763-4015,7103 AVENUE T,11234,1,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,28,1009549,165828,syoo2@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K312,2,3,3,22K312
K315,DOE,K,22,P.S. K315,,(718) 421-9560,2310 GLENWOOD ROAD,11210,1,Flatbush,18,996903,169868,jranft@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K315,5,9,3,22K315
K316,DOE,K,17,P.S. 316 Elijah Stroud,,(718) 638-4043,750 CLASSON AVENUE,11238,1,Prospect Heights,54,995204,185072,omaluf@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K316,2,3,3,17K316
K319,DOE,K,14,P.S. 319,,(718) 388-1588,360 KEAP STREET,11211,1,North Side - South Side,54,996991,197833,azamora@schools.nyc.gov,ps319williamsburg.org,3,3,1,14K319
K323,DOE,K,23,P.S./I.S. 323,,(718) 495-7781,210 CHESTER STREET,11212,1,Brownsville,36,1008890,182134,lharris7@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K323,2,3,3,23K323
K325,DOE,K,19,The Fresh Creek School,,(718) 272-1843,875 WILLIAMS AVENUE,11207,1,Canarsie,54,1013506,177584,jdanver@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K325,3,3,3,19K325
K326,DOE,K,22,P.S. 326,,(718) 241-4828,1800 UTICA AVENUE,11234,1,Flatlands,28,1004192,168228,mfoster5@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K326,2,3,3,22K326
K327,DOE,K,23,P.S. 327 Dr. Rose B. English,,(718) 495-7801,111 BRISTOL STREET,11212,1,Brownsville,36,1008639,182807,kchance@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K327,2,3,3,23K327
K328,DOE,K,19,P.S. 328 Phyllis Wheatley,,(718) 345-9393,330 ALABAMA AVENUE,11207,1,East New York (Pennsylvania Ave),36,1012561,182536,bgedach@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K328,2,3,3,19K328
K329,DOE,K,21,P.S. 329 Surfside,,(718) 996-3800,2929 WEST 30 STREET,11224,1,Seagate - Coney Island,48,985385,148644,smarbury@schools.nyc.gov,ps329.schoolwires.com,2,7,3,21K329
K335,DOE,K,16,P.S. 335 Granville T. Woods,,(718) 493-7736,130 ROCHESTER AVENUE,11213,1,Crown Heights North,36,1004167,184956,principalthompson335@gmail.com,schools.nyc.gov/schoolportals/16/K335,2,3,3,16K335
K345,DOE,K,19,P.S. 345 Patrolman Robert Bolden,,(718) 647-8387,111 BERRIMAN STREET,11208,1,East New York,36,1017530,185678,wholt@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K345,3,3,3,19K345
K346,DOE,K,19,P.S. 346 Abe Stark,,(718) 642-3000,1400 PENNSYLVANIA AVENUE,11239,1,Starrett City,90,1017065,175010,kcaifa@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K346,2,7,3,19K346
K361,DOE,K,22,P.S. 361 East Flatbush Early Childhood School,,(718) 856-0600,3109 NEWKIRK AVENUE,11226,1,East Flatbush - Farragut,36,998959,172556,jcolon5@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K361,5,9,3,22K361
K362,CHARTER,K,15,Hellenic Classical Charter School,,(718) 499-0957,646 5th Avenue,11215,1,Park Slope - Gowanus,18,986446,180808,JoyPetrakos@aol.com,hccs-nys.org,3,2,1,15K362
K375,DOE,K,17,P.S. 375 Jackie Robinson School,,(718) 693-6655,46 MCKEEVER PLACE,11225,1,Crown Heights South,36,995449,181484,sellman@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K375,3,3,1,17K375
K377,DOE,K,32,P.S. 377 Alejandrina B. De Gautier,,(718) 574-0325,200 WOODBINE STREET,11221,1,Bushwick South,36,1007847,192076,dzagami@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K377,2,7,3,32K377
K380,DOE,K,14,P.S. 380 John Wayne Elementary,,(718) 388-0607,370 MARCY AVENUE,11206,1,Bedford,82,997157,195047,enunez2@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K380,2,3,3,14K380
K384,DOE,K,32,P.S. /I.S. 384 Frances E. Carter,,(718) 574-0382,242 COOPER STREET,11207,1,Bushwick North,36,1010671,190713,praulli@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K384,3,3,3,32K384
K394,DOE,K,17,M.S. K394,,(718) 756-3164,188 ROCHESTER AVENUE,11213,1,Crown Heights North,90,1004137,184405,gshawpieters@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K394,2,3,3,17K394
K397,DOE,K,17,P.S. 397 Foster-Laurie,,(718) 774-5200,490 FENIMORE STREET,11203,1,Prospect  - Lefferts Grdn - Wingate,12,999116,179285,ncolon@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K397,3,3,3,17K397
K398,DOE,K,17,P.S. 398 Walter Weaver,,(718) 774-4466,60 EAST 94 STREET,11212,1,Rugby - Remsen Village,72,1004231,181212,tkatanb@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K398,2,3,3,17K398
K401,DOE,K,23,Christopher Avenue Community School,,(718) 495-5761,51 CHRISTOPHER AVENUE,11212,1,Brownsville,36,1010248,184196,dmitche5@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K401,2,3,3,23K401
K414,DOE,K,14,Brooklyn Arbor Elementary School,,(718) 963-0393,325 SOUTH 3 STREET,11211,1,North Side - South Side,36,996862,197921,parents@brooklynarbor.org,brooklynarbor.org,3,3,3,14K414
K446,DOE,K,23,Riverdale Avenue Community School,,(718) 485-1679,76 RIVERDALE AVENUE,11212,1,Brownsville,54,1008226,179691,info@riverdaleavenuebrooklyn.org,schools.nyc.gov/schoolportals/23/K446,3,3,1,23K446
K506,DOE,K,20,P.S. 506: The School of Journalism & Technology,,(718) 492-0087,330 59 STREET,11220,1,Sunset Park West,18,978839,173228,lsarnic@schools.nyc.gov,schools.nyc.gov/schoolportals/20/K506,5,9,3,20K506
K516,DOE,K,15,Sunset Park Avenues Elementary School,,(718) 369-8330,4222 4th Avenue,11232,1,Sunset Park West,54,981893,176359,jrogness@schools.nyc.gov,sunsetparkavenues.org,3,2,3,15K516
K532,DOE,K,17,New Bridges Elementary,,(718) 363-8200,1025 EASTERN PARKWAY,11213,1,Crown Heights North,90,1002508,183178,kevyn@ps532newbridges.org,schools.nyc.gov/schoolportals/17/K532,2,3,3,17K532
K557,DOE,K,19,Brooklyn Gardens Elementary School,,(718) 495-7012,574 DUMONT AVENUE,11207,1,East New York (Pennsylvania Ave),36,1012718,181795,19k557@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K557,2,3,3,19K557
K599,DOE,K,23,Brooklyn Landmark Elementary School,,(718) 443-2747,251 MCDOUGAL STREET,11233,1,Ocean Hill,36,1009065,187213,bklandmark@gmail.com,schools.nyc.gov/schoolportals/23/K599,3,3,3,23K599
K627,DOE,K,16,Brighter Choice Community School,,(718) 574-2378,280 HART STREET,11206,1,Stuyvesant Heights,18,1000626,192069,fmcintosh2@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K627,2,3,3,16K627
K628,DOE,K,16,Brooklyn Brownstone School,,(718) 573-2307,272 MACDONOUGH STREET,11233,1,Stuyvesant Heights,36,1002154,187659,sgibbs4@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K628,2,2,3,16K628
K636,DOE,K,16,Young Scholars' Academy for Discovery and Exploration,,(718) 453-4081,280 HART STREET,11206,1,Stuyvesant Heights,36,1000728,192084,tallen3@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K636,2,3,3,16K636
K676,DOE,K,15,Red Hook Neighborhood School,,(718) 330-2238,27 HUNTINGTON STREET,11231,1,Carroll Grdns - Columbia - Red Hook,36,982876,186241,rbrown24@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K676,2,3,3,15K676
K677,DOE,K,19,East New York Elementary School of Excellence,,(718) 272-6075,605 SHEPHERD AVENUE,11208,1,East New York,30,1017717,183231,jtouzin@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K677,2,7,3,19K677
K702,CHARTER,K,13,Community Partnership Charter School Pre-Kindergarten,,(718) 399-3824,241 Emerson Place,11205,1,Clinton Hill,18,994928,191061,info@cpcsschool.org,cpcsschool.org/,5,9,3,13K702
K705,DOE,K,17,Brooklyn Arts and Science Elementary School,,(718) 230-0851,443 ST MARKS AVENUE,11238,1,Crown Heights North,72,995436,185886,brooklynartselementary@gmail.com,schools.nyc.gov/schoolportals/17/K705,2,3,3,17K705
K748,DOE,K,20,P.S. 748 Brooklyn School for Global Scholars,,(718) 382-3130,1664 BENSON AVENUE,11214,1,Bath Beach,36,982228,160397,dsalerno4@schools.nyc.gov,PS748scholars.com,2,3,3,20K748
K770,DOE,K,17,P.S. 770 New American Academy,,(718) 221-5837,60 EAST 94 STREET,11212,1,Rugby - Remsen Village,36,1004164,181298,jsaratovsky@thenewamericanacademy.org,schools.nyc.gov/schoolportals/17/K770,3,3,1,17K770
KABG,NYCEEC,K,14,Yeshiva Jesode Hatorah,,(718) 302-7500,563 Bedford Avenue,11211,3,Williamsburg,34,994502,196556,vien@thejnet.com,,4,7,1,14KABG
KABP,NYCEEC,K,18,Battalion Christian Academy,,(718) 774-5447,780 Schenectady Ave,11203,1,East Flatbush - Farragut,36,1002608,177682,alcockfiled@gmail.com,,3,8,1,18KABP
KABU,NYCEEC,K,19,Be-Er Hagolah Institutes,,(718) 642-6800,671 Louisiana Avenue,11239,1,Starrett City,72,1016772,174547,bhagolah@aol.com,beerhagolah.org,3,3,1,19KABU
KACI,NYCEEC,K,21,Bambi Day Care,,(718) 645-7010,1981 Homecrest Avenue,11229,1,Homecrest,60,995495,158326,info@bambiacademy.com,bambidaycarecenter.com,3,3,1,21KACI
KADG,NYCEEC,K,17,Bnos Menachem,,(718) 493-1100,739 East New York Avenue,11203,3,Prospect  - Lefferts Grdn - Wingate,18,1001380,180668,bnos.menachem@verizon.net,bnosmenachem.org,1,8,1,17KADG
KADN,NYCEEC,K,20,Zion Day Care,,(718) 438-2862,5000 14th Avenue,11219,1,Borough Park,40,986785,169923,Zion.daycare@thejnet.com,,2,6,2,20KADN
KAET,NYCEEC,K,20,Dimitrios & Georgia Kaloidis PS of Holy Cross GOC,,(718) 836-8096,8502 Ridge Boulevard,11209,1,Bay Ridge,72,974876,166906,principal@dgkschool.org; info@dgkschool.org,dgkschool.com,2,3,2,20KAET
KAFB,NYCEEC,K,17,Epiphany Lutheran School,,(718) 773-7200,721 Lincoln PL,11216,1,Crown Heights North,30,997555,183743,Crafton@foch.biz,,7,3,1,17KAFB
KAFO,NYCEEC,K,22,Good Shepherd School,,(718) 339-2745,1943 Brown Street,11229,1,Madison,36,1000793,159493,princpap@aol.com,,7,3,1,22KAFO
KAFZ,NYCEEC,K,21,HIDEC,,(718) 377-7507,1401 Avenue I,11230,1,Midwood,48,994623,167956,hidec@verizon.net,,3,3,2,21KAFZ
KAHX,NYCEEC,K,20,Gateway City Academy ,,(718) 921-3737,257 Bay Ridge Avenue,11220,1,Bay Ridge,143,976810,171035,gca@gatewaycityacademy.net,gatewaycityacademy.net,5,9,3,20KAHX
KAIN,NYCEEC,K,17,Phyl's Academy,,(718) 469-9400,3520 Tilden Avenue,11203,1,East Flatbush - Farragut,144,999883,174969,info@phylsacademyny.com,phylsacademyny.com,5,3,1,17KAIN
KAJE,NYCEEC,K,21,St. Athanasius School,,(718) 236-4791,6120 Bay Parkway,11204,1,Borough Park,60,989910,163686,dianecompetello@gmail.com,stathanasiusschool.org,5,9,3,21KAJE
KAJR,NYCEEC,K,20,Heartshare Human Services of New York,,(718) 238-4637,1825 Bath Avenue,11214,1,Bath Beach,40,982809,159201,jill.fitzgerald@heartshare.org,heartshare.org,2,8,2,20KAJR
KAJT,NYCEEC,K,32,Saint Frances Cabrini Catholic Academy,,(718) 386-9277,181 Suydam St,11221,1,Bushwick South,72,1004723,194266,wanda.marty@sfc-ca.net,sfc-ca.com,2,4,1,32KAJT
KAJW,NYCEEC,K,17,Saint Francis of Assisi,,(718) 778-3700,400 Lincoln Road,11225,1,Prospect  - Lefferts Grdn - Wingate,36,998382,180267,c14upk@yahoo.com,sfabrooklyn.org,5,3,1,17KAJW
KAKF,NYCEEC,K,22,Saint Mark School,,(718) 332-9304,2602 East 19th Street,11235,1,Sheepshd By -Gerritsen Bch -Manhattn Bch,36,997940,153520,jvok@smsonthebay.com,smsonthebay.com,5,3,1,22KAKF
KAKI,NYCEEC,K,21,St. Peter Catholic Academy,,(718) 372-0025,8401 23rd Avenue,11214,1,Bensonhurst East,72,986936,158403,smmjsfc@aol.com,stpeteracademy-brooklyn.org/,5,9,3,21KAKI
KALT,NYCEEC,K,21,"Cheder, The",,(718) 252-6333,129 Elmwood Avenue,11230,1,Flatbush,40,991104,167799,cheder_upk@netzero.net,,3,3,2,21KALT
KANX,NYCEEC,K,21,Yeshiva Karlin Stolin,,(718) 232-7800,1801 55th Street,11204,1,Borough Park,36,988679,166928,dstein@yks.edu,,3,6,2,21KANX
KAOA,NYCEEC,K,20,Yeshiva Headstart 40th Street,,(718) 633-2232,1402 40th Street,11218,1,Borough Park,16,988545,171886,mkramer@ykypupa.org,,5,7,1,20KAOA
KAOV,NYCEEC,K,21,Yeshiva Ohr Shraga,,(718) 252-7777,1102 Avenue L,11230,1,Midwood,28,994249,165097,generaloffice@ohrshraga.org,ohrshraga.org,3,3,1,21KAOV
KAPB,NYCEEC,K,15,Yeshivat Shaare Torah,,(718) 437-6101,222 Ocean Parkway,11218,3,Kensington - Ocean Parkway,60,991215,174025,chavys2003@yahoo.com,,8,3,1,15KAPB
KAPR,NYCEEC,K,22,Talmud Torah Crown Heights Yeshivah,,(718) 444-5800,6363 Avenue U,11234,1,Grgetwn -Marine Pk -Bergn Bch -Mill Basn,40,1008464,163862,chyjoan@yahoo.com,,3,3,2,22KAPR
KARS,NYCEEC,K,15,Action Nursery,,(718) 854-7777,1019 46th Street,11219,1,Sunset Park East,14,985283,172619,actionnursery@thejnet.com,,3,7,2,15KARS
KASC,NYCEEC,K,16,Brevoort Children's Center,,(718) 778-1069,250 Ralph Avenue,11233,1,Crown Heights North,19,1005435,187319,hlareche@bksny.org,bksny.org,3,7,1,16KASC
