LOCCODE,PREK_TYPE,BOROUGH,NAME,NOTE,PHONE,ADDRESS,ZIP,DAY_LENGTH,SEATS,X,Y,EMAIL,WEBSITE,MEALS,INDOOR_OUTDOOR,EXTENDED_DAY,SEMS_CODE
K241,DOE,K,P.S. 241 EMMA L. JOHNSTON,,718-636-4725,976 PRESIDENT STREET,11225,1,72,995237,183023,flucius@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K241,2,7,2,17K241
K243,DOE,K,P.S. 243 WEEKSVILLE,,718-604-6909,1580 DEAN STREET,11213,1,36,1002118,185508,khambri@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K243,2,3,2,16K243
K244,DOE,K,P.S. 244 RICHARD R. GREEN,,718-346-6240,5404 TILDEN AVENUE,11203,1,36,1004881,175443,dedwards@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K244,2,1,2,18K244
K245,DOE,K,P.S. 245,,718-284-2330,249 EAST 17TH STREET,11226,1,18,994541,174249,ewillia14@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K245,2,3,2,22K245
K247,DOE,K,P.S. 247 BROOKLYN,,718-236-4205,7000 21 AVENUE,11204,1,18,987819,162329,cogno@schools.nyc.gov,schools.nyc.gov/schoolportals/20/K247,2,3,2,20K247
K249,DOE,K,P.S. 249 THE CATON,,718-282-8828,18 MARLBOROUGH ROAD,11226,3,18,993590,175985,ebrown4@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K249,2,3,2,17K249
K250,DOE,K,P.S. 250 GEORGE H. LINDSAY,,718-384-0889,108 MONTROSE AVENUE,11206,1,36,999425,196814,nbarnes2@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K250,2,7,2,14K250
K251,DOE,K,P.S. 251 PAEDERGAT,,718-251-4110,1037 EAST  54 STREET,11234,1,90,1005337,169271,sboyer@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K251,2,3,2,22K251
K253,DOE,K,P.S. 253,,718-332-3331,601 OCEANVIEW AVENUE,11235,1,36,994847,150547,lsperon@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K253,3,3,2,21K253
K254,DOE,K,P.S. 254 DAG HAMMARSKJOLD,,718-743-0890,1801 AVENUE Y,11235,1,54,997727,154490,lalhono@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K254,2,3,2,22K254
K255,DOE,K,P.S. 255 BARBARA REING SCHOOL,,718-376-8494,1866 EAST  17 STREET,11229,1,46,996523,159403,22k255@schools.nyc.gov,Www.ps255.org,2,3,2,22K255
K256,DOE,K,P.S. 256 BENJAMIN BANNEKER,,718-857-9820,114 KOSCIUSKO STREET,11216,1,18,998224,190889,shemphi@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K256,2,3,2,13K256
K257,DOE,K,P.S. 257 JOHN F. HYLAN,,718-384-7128,60 COOK STREET,11206,1,64,1000436,195288,bjusino@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K257,2,3,2,14K257
K261,DOE,K,P.S. 261 PHILIP LIVINGSTON,,718-330-9275,314 PACIFIC STREET,11201,1,54,987504,189641,zmills@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K261,2,3,2,15K261
K262,DOE,K,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOO,,718-453-0780,500 MACON STREET,11233,1,18,1003788,188160,igarner@schools.nyc.gov,www.ps262.org/home.aspx,3,3,1,16K262
K268,DOE,K,P.S. 268 EMMA LAZARUS,,718-773-5332,133 EAST  53 STREET,11203,1,36,1004308,178698,ps268.net,schools.nyc.gov/schoolportals/18/K268,3,1,2,18K268
K269,DOE,K,P.S. 269 NOSTRAND,,718-941-2800,1957 NOSTRAND AVENUE,11210,1,36,998729,171624,jpagan22@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K269,3,2,2,22K269
K270,DOE,K,P.S. 270 JOHANN DEKALB,,718-623-5280,241 EMERSON PLACE,11205,1,54,994945,191064,sneely@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K270,2,3,2,13K270
K272,DOE,K,P.S. 272 CURTIS ESTABROOK,,718-241-1300,101-24 SEAVIEW AVENUE,11236,1,64,1015842,170884,hpinckney@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K272,2,3,1,18K272
K273,DOE,K,P.S. 273 WORTMAN,,718-649-5739,923 JEROME STREET,11207,1,36,1017806,179114,mavery@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K273,2,3,2,19K273
K274,DOE,K,P.S. 274 KOSCIUSKO,,718-574-0273,800 BUSHWICK AVENUE,11221,1,54,1004250,192316,mollivi@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K274,3,3,2,32K274
K276,DOE,K,P.S. 276 LOUIS MARSHALL,,718-241-5757,1070 EAST  83 STREET,11236,1,144,1009786,170188,yfideli@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K276,2,3,2,18K276
K277,DOE,K,P.S. 277 GERRITSEN BEACH,,718-743-6689,2529 GERRITSEN AVENUE,11229,1,18,1004239,156389,jfish3@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K277,2,7,2,22K277
K279,DOE,K,P.S. 279 HERMAN SCHREIBER,,718-444-4316,1070 EAST 104 STREET,11236,1,72,1014049,173991,trawleigh@schools.nyc.gov,schools.nyc.gov/schoolportals/18/K279,2,3,2,18K279
K282,DOE,K,P.S. 282 PARK SLOPE,,718-622-1626,180 6 AVENUE,11217,1,90,990423,185765,malexis@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K282,2,7,2,13K282
K284,DOE,K,P.S. 284 LEW WALLACE,,718-495-7791,213 OSBORN STREET,11212,1,18,1009894,182254,jsanders2@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K284,3,3,2,23K284
K287,DOE,K,P.S. 287 BAILEY K. ASHFORD,,718-834-4745,50 NAVY STREET,11201,1,54,989554,193596,jfrancois5@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K287,2,3,2,13K287
K288,DOE,K,P.S. 288 THE SHIRLEY TANYHILL,,718-382-2100,2950 WEST  25 STREET,11224,1,54,986399,148501,dlamber3@schools.nyc.gov,schools.nyc.gov/schoolportals/21/K288,2,3,2,21K288
K289,DOE,K,P.S. 289 GEORGE V. BROWER,,718-493-3824,900 ST MARKS AVENUE,11213,1,48,1000334,185025,djeffer@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K289,2,3,2,17K289
K290,DOE,K,P.S. 290 JUAN MOREL CAMPOS,,718-647-1113,135 SCHENCK AVENUE,11207,1,18,1014898,186364,wgeorge@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K290,2,7,2,19K290
K295,DOE,K,P.S. 295,,718-965-0390,330 18 STREET,11215,1,54,987330,180120,lmazza2@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K295,2,6,2,15K295
K297,DOE,K,P.S. 297 ABRAHAM STOCKTON,,718-388-4581,700 PARK AVENUE,11206,1,18,998786,193431,jbrown28@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K297,2,2,2,14K297
K298,DOE,K,P.S. 298 DR. BETTY SHABAZZ,,718-495-7793,85 WATKINS STREET,11212,1,46,1009797,183759,jdill2@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K298,3,3,2,23K298
K299,DOE,K,P.S. 299 THOMAS WARREN FIELD,,718-574-0301,88 WOODBINE STREET,11221,1,36,1007012,191023,wkirk2@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K299,2,3,2,32K299
K305,DOE,K,P.S. 305 DR. PETER RAY,,718-789-3962,344 MONROE STREET,11216,1,18,999466,189159,jmortle@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K305,3,3,2,13K305
K306,DOE,K,P.S. 306 ETHAN ALLEN,,718-649-3155,970 VERMONT STREET,11207,1,54,1015725,178099,lburrou2@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K306,2,3,2,19K306
K307,DOE,K,P.S. 307 DANIEL HALE WILLIAMS,,718-834-4748,209 YORK STREET,11201,1,100,989287,194892,rdavenport@schools.nyc.gov,schools.nyc.gov/schoolportals/13/K307,2,3,1,13K307
K308,DOE,K,P.S. 308 CLARA CARDWELL,,718-574-2373,616 QUINCY STREET,11221,1,28,1002040,190109,gpatter@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K308,2,3,2,16K308
K309,DOE,K,P.S. 309 GEORGE E. WIBECAN,,718-574-2381,794 MONROE STREET,11221,1,28,1005259,190031,aaponte10@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K309,2,3,2,16K309
K312,DOE,K,P.S. 312 BERGEN BEACH,,718-763-4015,7103 AVENUE T,11234,1,28,1009549,165828,syoo2@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K312,2,3,2,22K312
K315,DOE,K,P.S. K315,,718-421-9560,2310 GLENWOOD ROAD,11210,3,18,996903,169868,jranft@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K315,2,3,2,22K315
K316,DOE,K,P.S. 316 ELIJAH STROUD,,718-638-4043,750 CLASSON AVENUE,11238,1,54,995204,185072,omaluf@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K316,2,3,2,17K316
K319,DOE,K,P.S. 319,,718-388-1588,360 KEAP STREET,11211,1,54,996991,197833,azamora@schools.nyc.gov,www.ps319williamsburg.org,3,3,1,14K319
K323,DOE,K,P.S./I.S. 323,,718-495-7781,210 CHESTER STREET,11212,1,36,1008890,182134,lharris7@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K323,2,3,2,23K323
K325,DOE,K,The Fresh Creek School,,718-272-1843,875 WILLIAMS AVENUE,11207,1,54,1013506,177584,jdanver@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K325,3,3,2,19K325
K326,DOE,K,P.S. 326,,718-241-4828,1800 UTICA AVENUE,11234,1,10,1004192,168228,mfoster5@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K326,2,3,2,22K326
K327,DOE,K,P.S. 327 DR. ROSE B. ENGLISH,,718-495-7801,111 BRISTOL STREET,11212,1,36,1008639,182807,kchance@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K327,2,3,2,23K327
K328,DOE,K,P.S. 328 PHYLLIS WHEATLEY,,718-345-9393,330 ALABAMA AVENUE,11207,1,36,1012561,182536,bgedach@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K328,2,3,2,19K328
K329,DOE,K,P.S. 329 SURFSIDE,,718-996-3800,2929 WEST  30 STREET,11224,1,48,985385,148644,smarbury@schools.nyc.gov,ps329.schoolwires.com,2,7,2,21K329
K335,DOE,K,P.S. 335 GRANVILLE T. WOODS,,718-493-7736,130 ROCHESTER AVENUE,11213,1,54,1004167,184956,principalthompson335@gmail.com,schools.nyc.gov/schoolportals/16/K335,2,3,2,16K335
K345,DOE,K,P.S. 345 PATROLMAN ROBERT BOLDEN,,718-647-8387,111 BERRIMAN STREET,11208,1,36,1017530,185678,wholt@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K345,3,3,2,19K345
K346,DOE,K,P.S. 346 ABE STARK,,718-642-3000,1400 PENNSYLVANIA AVENUE,11239,1,90,1017065,175010,kcaifa@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K346,2,7,2,19K346
K361,DOE,K,P.S. 361,,718-856-0600,3109 NEWKIRK AVENUE,11226,3,36,998959,172556,jcolon5@schools.nyc.gov,schools.nyc.gov/schoolportals/22/K361,2,3,2,22K361
K362,CHARTER,K,HELLENIC CLASSICAL CHARTER SCHOOL,,718-499-0957,646 FIFTH AVENUE,11215,1,18,986446,180808,JoyPetrakos@aol.com,www.hccs-nys.org,3,2,1,15K362
K375,DOE,K,P.S. 375 JACKIE-ROBINSON SCHOOL,,718-693-6655,46 MCKEEVER PLACE,11225,1,36,995449,181484,sellman@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K375,3,3,1,17K375
K377,DOE,K,P.S. 377 ALEJANDRINA B. DE GAUTIER,,718-574-0325,200 WOODBINE STREET,11221,1,36,1007847,192076,dzagami@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K377,2,7,2,32K377
K380,DOE,K,P.S. 380 JOHN WAYNE ELEMENTARY,,718-388-0607,370 MARCY AVENUE,11206,1,82,997157,195047,dvitolo@schools.nyc.gov,schools.nyc.gov/schoolportals/14/K380,2,3,2,14K380
K384,DOE,K,P.S. /I.S. 384 FRANCES E. CARTER,,718-574-0382,242 COOPER STREET,11207,1,36,1010671,190713,praulli@schools.nyc.gov,schools.nyc.gov/schoolportals/32/K384,3,3,2,32K384
K394,DOE,K,M.S. K394,,718-756-3164,188 ROCHESTER AVENUE,11213,1,90,1004137,184405,gshawpieters@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K394,2,3,2,17K394
K397,DOE,K,P.S. 397 FOSTER-LAURIE,,718-774-5200,490 FENIMORE STREET,11203,1,12,999116,179285,ncolon@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K397,3,3,2,17K397
K398,DOE,K,P.S. 398 WALTER WEAVER,,718-774-4466,60 EAST  94 STREET,11212,1,72,1004231,181212,tkatanb@schools.nyc.gov,schools.nyc.gov/schoolportals/17/K398,2,3,2,17K398
K401,DOE,K,Christopher Avenue Community School,,718-495-5761,51 CHRISTOPHER AVENUE,11212,1,36,1010248,184196,dmitche5@schools.nyc.gov,schools.nyc.gov/schoolportals/23/K401,2,3,2,23K401
K414,DOE,K,Brooklyn Arbor Elementary School,,718-963-0393,325 SOUTH  3 STREET,11211,1,36,996862,197921,parents@brooklynarbor.org,www.brooklynarbor.org,3,3,2,14K414
K446,DOE,K,Riverdale Avenue Community School,,718-485-1679,76 RIVERDALE AVENUE,11212,1,54,1008226,179691,info@riverdaleavenuebrooklyn.org,schools.nyc.gov/schoolportals/23/K446,3,3,1,23K446
K506,DOE,K,P.S. 506: SCHOOL OF JOURNALISM & TECHNOLOGY,,718-492-0087,330 59 STREET,11220,3,18,978839,173228,lsarnic@schools.nyc.gov,schools.nyc.gov/schoolportals/20/K506,2,7,2,20K506
K516,DOE,K,Sunset Park Avenues Elementary School,,718-369-8330,4222 4TH AVENUE,11232,1,54,981893,176359,jrogness@schools.nyc.gov,www.sunsetparkavenues.org,3,2,2,15K516
K532,DOE,K,New Bridges Elementary,,718-363-8200,1025 EASTERN PARKWAY,11213,1,90,1002508,183178,kevyn@ps532newbridges.org,schools.nyc.gov/schoolportals/17/K532,2,3,2,17K532
K557,DOE,K,Brooklyn Gardens Elementary School,,718-495-7012,574 DUMONT AVENUE,11207,1,36,1012718,181795,19k557@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K557,2,3,2,19K557
K599,DOE,K,Brooklyn Landmark Elementary School,,718-443-2747,251 MCDOUGAL STREET,11233,1,36,1009065,187213,bklandmark@gmail.com,schools.nyc.gov/schoolportals/23/K599,3,3,2,23K599
K627,DOE,K,BRIGHTER CHOICE COMMUNITY SCHOOL,,718-574-2378,280 HART STREET,11206,1,18,1000626,192069,fmcintosh2@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K627,2,3,2,16K627
K628,DOE,K,BROOKLYN BROWNSTONE SCHOOL,,718-573-2307,272 MACDONOUGH STREET,11233,1,18,1002154,187659,sgibbs4@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K628,2,2,2,16K628
K636,DOE,K,YOUNG SCHOLARS' ACADEMY FOR DISCOVERY AND EXPLORAT,,718-453-4081,280 HART STREET,11206,1,36,1000728,192084,tallen3@schools.nyc.gov,schools.nyc.gov/schoolportals/16/K636,2,3,2,16K636
K676,DOE,K,RED HOOK NEIGHBORHOOD SCHOOL,,718-330-2238,27 HUNTINGTON STREET,11231,1,36,982876,186241,rbrown24@schools.nyc.gov,schools.nyc.gov/schoolportals/15/K676,2,3,2,15K676
K677,DOE,K,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE,,718-272-6075,605 SHEPHERD AVENUE,11208,1,30,1017717,183231,jtouzin@schools.nyc.gov,schools.nyc.gov/schoolportals/19/K677,2,7,2,19K677
K705,DOE,K,Brooklyn Arts and Science Elementary School,,718-230-0851,443 ST MARKS AVENUE,11238,1,72,995436,185886,brooklynartselementary@gmail.com,schools.nyc.gov/schoolportals/17/K705,2,3,2,17K705
K748,DOE,K,P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS,,718-382-3130,1664 BENSON AVENUE,11214,1,36,982228,160397,dsalerno4@schools.nyc.gov,www.PS748scholars.com,2,3,2,20K748
K770,DOE,K,P.S. 770 NEW AMERICAN ACADEMY,,718-221-5837,60 EAST  94 STREET,11212,1,36,1004164,181298,jsaratovsky@thenewamericanacademy.org,schools.nyc.gov/schoolportals/17/K770,3,3,1,17K770
KAAS,NYCEEC,K,ASSOCIATED BETH RIVKAH SCHOOLS - PRESCHOOL,,(718) 735-0400,470 Lefferts Avenue,11225,3,80,999265,180616,ldeitsch@bethrivkah.edu,www.bethrivkah.edu,1,3,1,17KAAS
KABC,NYCEEC,K,BAIS SARAH SCHOOL,,(718) 871-7571,6101 16th Avenue,11204,4,72,986290,166572,bais.sarah@verizon.net,,3,7,1,20KABC
KABE,NYCEEC,K,BAIS YAAKOV D'CHASSIDEI GUR,,(718) 338-5600,1975 51st Street,11204,3,18,990431,166881,esmith@thejnet.com,,8,3,1,21KABE
KABF,NYCEEC,K,BAIS YAAKOV ACADEMY (Elm),,(718) 339-4747,1213 Elm Avenue,11230,3,57,994744,164153,Levin@byaschool.com,www.byschool.com,7,7,1,21KABF
KABG,NYCEEC,K,Yeshiva Jesode Hatorah,,(718) 302-7500,563 Bedford Avenue,11211,3,34,994502,196556,vien@thejnet.com,,4,7,1,14KABG
KABN,NYCEEC,K,Barkai Foundation,,(718) 998-7473,5302 21 Avenue,11204,3,38,990678,165899,rmishan@barkaiyeshivah.org,www.barkaiyeshivah.org,8,3,1,21KABN
KABP,NYCEEC,K,Battalion Christian Academy,,(718) 774-5447,780 Schenectady Avenue,11203,1,36,1002608,177682,alcockfiled@gmail.com,,3,8,1,18KABP
KABU,NYCEEC,K,BE-ER HAGOLAH INSTITUTES,,(718) 642-6800,671 Louisiana Avenue,11239,3,72,1016772,174547,bhagolah@aol.com,www.beerhagolah.org,3,3,1,19KABU
KACI,NYCEEC,K,Bambi Day Care,,(718) 645-7010,1981 Homecrest Avenue,11229,1,60,995495,158326,info@bambiacademy.com,www.bambidaycarecenter.com,3,3,1,21KACI
KADG,NYCEEC,K,Bnos Menachem,,(718) 493-1100,739 East New York Avenue,11203,3,18,1001380,180668,bnos.menachem@verizon.net,www.bnosmenachem.org,1,8,1,17KADG
KADN,NYCEEC,K,Zion Day Care,,(718) 438-2862,5000 14th Avenue,11219,1,40,986785,169923,Zion.daycare@thejnet.com,,2,6,2,20KADN
KAET,NYCEEC,K,D. & G. Kaloidis Parochial School,,(718) 836-8096,8502 Ridge Boulevard,11209,1,54,974876,166906,principal@dgkschool.org; info@dgkschool.org,www.dgkschool.com,2,3,2,20KAET
KAFB,NYCEEC,K,Epiphany Lutheran School,,(718) 773-7200,721 Lincoln PL,11216,1,15,997555,183743,Crafton@foch.biz,,7,3,1,17KAFB
KAFO,NYCEEC,K,Good Shepherd School,,(718) 339-2745,1943 Brown Street,11229,1,36,1000793,159493,princpap@aol.com,,7,3,1,22KAFO
KAFZ,NYCEEC,K,HIDEC,,(718) 377-7507,1401 Avenue I,11230,1,48,994623,167956,hidec@verizon.net,,3,3,2,21KAFZ
KAHA,NYCEEC,K,MASORES BAIS YAAKOV,,(718) 692-2424,1395 Ocean Avenue,11230,3,55,996288,168186,mbypreschool@gmail.com,,7,3,1,22KAHA
KAHX,NYCEEC,K,Gateway City Academy ,,(718) 921-3737,257 Bay Ridge Avenue,11220,1,128,976808,171034,gca@gatewaycityacdemy.net,www.gatewaycityacademy.net,5,2,2,20KAHX
KAIN,NYCEEC,K,Phyl's Academy,,(718) 469-9400,3520 Tilden Avenue,11203,1,126,999883,174969,info@phylsacademyny.com,www.phylsacademyny.com,5,3,1,17KAIN
KAIT,NYCEEC,K,"PROSPECT PARK YESHIVA, INC.",,(718) 376-4400,1784 East 17th Street,11229,3,56,996441,160203,Debbie@bloppy.org,www.bloppy.org,8,3,1,22KAIT
KAJE,NYCEEC,K,St. Athanasius School,,(718) 664-2858,6120 Bay Parkway,11204,1,40,989910,163686,dianecompetello@gmail.com,www.stathanasiusschool.org,5,9,3,21KAJE
KAJR,NYCEEC,K,HEARTSHARE HUMAN SERVICES OF NEW YORK,,(718) 238-4637,1825 Bath Avenue,11214,1,40,982809,159201,jill.fitzgerald@heartshare.org,www.heartshare.org,2,8,2,20KAJR
KAJT,NYCEEC,K,St. Frances Cabrini Catholic Academy,,(718) 386-9277,181 Suydam St,11221,1,72,1004723,194266,wanda.marty@sfc-ca.net,www.sfc-ca.com,2,4,1,32KAJT
KAJW,NYCEEC,K,St Francis of Assisi,,(718) 778-3700,400 Lincoln Road,11225,1,36,998382,180267,c14upk@yahoo.com,www.sfabrooklyn.org,5,3,1,17KAJW
KALT,NYCEEC,K,THE CHEDER,,(718) 252-6333,129 Elmwood Avenue,11230,1,40,991104,167799,cheder_upk@netzero.net,,3,3,2,21KALT
KAMW,NYCEEC,K,"YESHIVA & MESIVTA TORAH TEMIMAH, INC.",,(718) 853-8500,555 Ocean Parkway,11218,3,34,992060,170564,morahleahp@gmail.com,,6,3,1,22KAMW
KANX,NYCEEC,K,Yeshiva Karlin Stolin,,(718) 232-7800,1801 55th Street,11204,1,36,988679,166928,dstein@yks.edu,,3,6,2,21KANX
KAOA,NYCEEC,K,Yeshivath Kehilath Yakov 4,,(718) 633-2232,1402 40th Street,11218,2,16,988545,171886,mkramer@ykypupa.org,,5,7,1,20KAOA
KAOP,NYCEEC,K,Yeshivah of Flatbush,,(718) 377-4466,919 East 10 Street,11230,3,89,993615,167607,LTaub@Flatbush.org,www.flatbush.org,8,7,1,21KAOP
KAOQ,NYCEEC,K,YESHIVA OF KINGS BAY,,(718) 646-8500,2611 Avenue Z,11235,3,12,1000031,154009,mbk@ykb.us,,6,4,1,22KAOQ
KAOV,NYCEEC,K,YESHIVA OHR SHRAGA,,(718) 252-7777,1102 Avenue L,11230,1,20,994249,165097,generaloffice@ohrshraga.org,www.ohrshraga.org,3,3,1,21KAOV
KAPB,NYCEEC,K,Yeshivat Shaare Torah,,(718) 437-6101,222 Ocean Parkway,11218,3,60,991215,174025,chavys2003@yahoo.com,,8,3,1,15KAPB
KAPM,NYCEEC,K,YESHIVA TORAS EMES,,(718) 375-0900,1904 Avenue N,11230,3,14,996609,163652,yetoem@aol.com,,3,3,2,22KAPM
KAPR,NYCEEC,K,Talmud Torah Crown Heights Yeshivah,,(718) 444-5800,6363 Avenue U,11234,1,40,1008464,163862,chyjoan@yahoo.com,,3,3,2,22KAPR
KARS,NYCEEC,K,Action Nursery,,(718) 854-7777,1019 46th Street,11219,1,14,985283,172619,actionnursery@thejnet.com,,3,7,2,15KARS
KASC,NYCEEC,K,Brevoort Children's Center,,(718) 778-1069,250 Ralph Avenue,11233,1,19,1005435,187319,hlareche@bksny.org,www.bksny.org,3,7,1,16KASC
KASG,NYCEEC,K,Edwards L. Cleaveland,,(718) 623-9803,1185 Park Place,11213,1,26,1001328,184557,jmatison@bksny.org,www.bksny.org,3,7,2,17KASG
KASJ,NYCEEC,K,BCS Duffield Children's Center,,(718) 522-5296,101 Fleet Place,11201,1,93,989371,191718,ilopez@wearebcs.org,www.wearebcs.org,3,3,1,13KASJ
KASR,NYCEEC,K,Glennwood Avenue Head Start,,(718) 859-7720,3017 Glenwood Road,11210,1,69,998938,170343,glenwood3017@gmail.com,,3,3,1,22KASR
KASZ,NYCEEC,K,EAST MIDWOOD HEBREW DAY SCHOOL,,(718) 253-1555,1256 East 21st Street,11210,1,34,996742,166085,regina2@emhds.org,www.emhds.org,3,3,2,22KASZ
KATG,NYCEEC,K,AHRC Francis of Paola Early Learning Center,,(718) 782-1462,201 Conselyea Street,11211,1,6,1000019,199974,Teresa.DelPriore@ahrcnyc.org,schools.ahrcnyc.org,5,3,1,14KATG
KATR,NYCEEC,K,WARBASSE NURSERY SCHOOL,,(718) 266-5585,2785 West 5th Street,11224,1,16,992605,150820,lauraok@warbassenurseryschool.com,www.warbassenurseryschool.com,5,7,1,21KATR
KATX,NYCEEC,K,"HEBREW ACADEMY FOR SPECIAL CHILDREN, INC.",,(718) 495-3510,555 Remsen Avenue,11236,3,24,1006473,177215,shari.lewis@hasc.net,www.hasc.net,6,3,2,18KATX
KATZ,NYCEEC,K,Neptune Avenue Head Start,,(718) 332-8524,293 Neptune Avenue,11235,1,110,994173,151073,neptune293@gmail.com,,3,3,1,21KATZ
KAUK,NYCEEC,K,NYL/WOC MIDWOOD,,(718) 382-1060,1520 East 13th Street,11230,1,16,995048,162397,Jessica.Molina@yai.org,www.yai.org/agencies/nyl,5,3,2,21KAUK
KAVQ,NYCEEC,K,Hebrew Educational Society,,(718) 241-3000,9502 Seaview Avenue,11236,1,63,1014511,169772,Alessandra@thehes.org,www.thehes.org,3,3,1,18KAVQ
KAWC,NYCEEC,K,"HANOVER PLACE CHILD CARE CENTER, LLC",,(347) 916-0333,15 Hanover Place,11201,2,40,989158,190182,rcacere@hanoverchildcare.com,www.hanoverchildcare.com,3,2,1,15KAWC
KAWQ,NYCEEC,K,M.A.C.A.D.E.M.Y.,,(718) 221-5566,1313 Union Street,11225,1,18,998505,183018,qkmacademy@aol.com,www.macademytech.org,5,8,1,17KAWQ
KAWX,NYCEEC,K,PAL World of Creative Experiences Head Start,,(718) 345-5219,280 Livonia Avenue,11212,1,117,1010003,180674,dwhite@palnyc.org,www.palnyc.org,3,7,1,23KAWX
KAXC,NYCEEC,K,Bishop Sexton,,(718) 778-0292,933 Herkimer Street,11233,1,50,1005748,186420,aalleyne@stmarksheadstart.org,www.stmarksheadstart.org,3,7,2,16KAXC
KAXU,NYCEEC,K,University Settlement Children's Corner,,(212) 453-4595,565 Livonia Avenue,11207,1,58,1013032,181436,kcohen@universitysettlement.org,www.universitysettlement.org,2,3,2,19KAXU
KAXW,NYCEEC,K,"HIGHLIGHTS ACADEMY, INC.",,(718) 953-5555,1688 President Street,11213,1,40,1003224,182225,highlightsacademy@yahoo.com,www.highlightsacademyinc.com,3,8,1,17KAXW
KAYF,NYCEEC,K,PAL La Puerta Abierta,,(718) 373-1100,3001 West 37th Street,11224,1,30,983647,147886,rbhattacharjee@palnyc.org,www.palnyc.org,2,6,1,21KAYF
KAYL,NYCEEC,K,"Puerto Rican Family Institute, Inc.",,(718) 388-6060,185 Marcy Avenue,11211,4,25,995872,197144,lisanchez@prfi.org,,3,2,1,14KAYL
KAYS,NYCEEC,K,Hawthorne Corners Day Care Center,,(718) 282-7200,1950 Bedford Avenue,11225,1,15,996233,178733,cornersdcc@verizon.net,,3,6,1,17KAYS
KAYU,NYCEEC,K,"BAMBI Day Care CENTER, INC.",,(718) 771-1603,300 Rogers Avenue,11225,1,58,997056,181950,bambicare@gmail.com,www.bambidcc.com,3,7,1,17KAYU
KAZC,NYCEEC,K,Talmud Torah Ohr Moshe,,(718) 234-6100,1774 58th Street,11204,3,20,988015,166333,ttohrmoshe@gmail.com,,8,6,1,20KAZC
KAZJ,NYCEEC,K,NEW YORK LEAGUE FOR EARLY LEARNING,,(347) 472-4792,725 Leonard Street,11222,1,9,997253,204937,Marie.Callaghan@yai.org,www.yai.org,5,1,2,14KAZJ
KAZM,NYCEEC,K,St. Francis Xavier,,(718) 857-2559,763 President Street,11215,2,18,990715,184947,taylordorothy763@yahoo.com,www.sfxsparkslope.org,7,3,1,15KAZM
KAZQ,NYCEEC,K,Bedford Stuyvesant Early Childhood Development Center,,(718) 455-3593,281 Stuyvesant Avenue,11221,3,20,1003045,188799,RATTANIK@bsecdc.org,,3,6,1,16KAZQ
