LOCCODE,X,Y,PREK_TYPE,NAME,NOTE,ADDRESS,BOROUGH,ZIP,PHONE,EMAIL,WEBSITE,DAY_LENGTH,SEATS,MEALS,INDOOR_OUTDOOR,SEMS_CODE,BUTTON_TYPE,START_TIME,EARLY_DROP,LATE_PICKUP,ENHANCED_LANG,FLEX_SCHED,SPED_FLG,INCOME_FLG,SPECIAL_PRIOR
"K192",989832,168445,"DOE","P.S. 192 - The Magnet School For Math And Science Inquiry","","4715 18th Ave","K",11204,"718-633-3061","lisaac@schools.nyc.gov","http://ps-is192.org",1,36,3,3,"20K192","apply","8:00 a.m","No","No",0,0,0,0,""
"K193",998056,165816,"DOE","P.S. 193 Gil Hodges","","2515 Ave L","K",11210,"718-338-9011","tbackof@schools.nyc.gov","http://gilhodgesschool.wix.com/ps193",1,18,3,3,"22K193","apply","8:00 a.m","No","No",0,0,0,0,""
"K194",1002569,156858,"DOE","P.S. 194 Raoul Wallenberg","","3117 Ave W","K",11229,"718-648-8804","mzissle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k194",1,36,2,3,"22K194","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K195",999917,150530,"DOE","P.S. 195 Manhattan Beach","","131 Irwin St","K",11235,"718-648-9102","btoomey@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k195",1,18,2,1,"22K195","apply","8:00 a.m","No","No",0,0,0,0,""
"K196",1000961,197506,"DOE","P.S. 196 Ten Eyck","","207 Bushwick Ave","K",11206,"718-497-0139","jcolon@schools.nyc.gov","http://ps196.org",1,36,3,3,"14K196","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K197",997690,162462,"DOE","P.S. 197 - The Kings Highway Academy","","1599 East 22nd St","K",11210,"718-377-7890","rnicole@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k197",1,72,2,3,"22K197","apply","8:15 a.m","No","No",0,0,0,0,""
"K198",1001725,171434,"DOE","P.S. 198 Brooklyn","","4105 Farragut Rd","K",11210,"718-282-4920","jmorgan2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k198",1,36,2,3,"22K198","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K199",994497,163891,"DOE","P.S. 199 Frederick Wachtel","","1100 Elm Ave","K",11230,"718-339-1422","21k199@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k199",1,36,2,3,"21K199","apply","8:00 a.m","No","No",0,0,0,0,""
"K200",983788,158980,"DOE","P.S. 200 Benson School","","1940 Benson Ave","K",11214,"718-236-5466","amancin@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k200",1,36,2,1,"20K200","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K202",1018510,181996,"DOE","P.S. 202 Ernest S Jenkyns","","982 Hegeman Ave","K",11208,"718-649-7880","mspence6@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k202",1,36,2,3,"19K202","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K203",1004878,165792,"DOE","P.S. 203 Floyd Bennett School","","5101 Ave M","K",11234,"718-241-8488","ydoming@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k203",1,108,2,3,"22K203","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K204",982425,162902,"DOE","P.S. 204 Vince Lombardi","","8101 15th Ave","K",11228,"718-236-2906","ntomasu@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k204",1,36,5,9,"20K204","apply","8:15 a.m","No","No",0,0,0,0,""
"K205",987836,163315,"DOE","P.S. 205 Clarion","","6701 20th Ave","K",11204,"718-236-2380","bgrater@schools.nyc.gov","http://schools.nyc.gov/schoolportals/20/k205",1,54,2,3,"20K205","apply","7:45 a.m","No","No",0,0,0,0,""
"K206",998543,156874,"DOE","P.S. 206 Joseph F Lamb","","2200 Gravesend Nck Rd","K",11229,"718-743-5598","equigle@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k206",1,36,2,3,"22K206","apply","8:00 a.m","No","No",0,0,0,0,""
"K207",1003637,162866,"DOE","P.S. 207 Elizabeth G Leary","","4011 Fillmore Ave","K",11234,"718-645-8667","mbosco@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k207",1,18,2,3,"22K207","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K208",1003436,173291,"DOE","P.S. 208 Elsa Ebeling","","4801 Ave D","K",11203,"718-629-1670","nrenville@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k208",1,36,2,3,"18K208","apply","8:00 a.m","No","No",0,0,0,0,""
"K209",994897,153044,"DOE","P.S. 209 Margaret Mead","","2609 East 7th St","K",11235,"718-743-1954","flocurc@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k209",1,36,2,3,"21K209","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K212",988250,153341,"DOE","P.S. 212 Lady Deborah Moody","","87 Bay 49th St","K",11214,"718-266-4841","rhorne@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k212",1,54,2,3,"21K212","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K213",1014692,179849,"DOE","P.S. 213 New Lots","","580 Hegeman Ave","K",11207,"718-257-4034","smoise2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k213",1,36,3,3,"19K213","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K214",1022233,185689,"DOE","P.S. 214 Michael Friedsam","","2944 Pitkin Ave","K",11208,"718-647-1740","smahabi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k214",1,108,3,3,"19K214","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K215",992559,158723,"DOE","P.S. 215 Morris H Weiss","","415 Ave S","K",11223,"718-339-2464","above@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k215",1,54,2,3,"21K215","apply","8:15 a.m","No","No",0,0,0,0,""
"K216",992663,154348,"DOE","P.S. 216 Arturo Toscanini","","350 Ave X","K",11223,"718-645-2862","dneglia@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k216",1,108,2,3,"21K216","apply","8:00 a.m","No","No",0,0,0,0,""
"K217",993573,170160,"DOE","P.S. 217 Colonel David Marcus School","","1100 Newkirk Ave","K",11230,"718-434-6960","fconti@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k217",1,54,2,1,"22K217","apply","8:00 a.m","No","No",0,0,0,0,""
"K219",1005716,179426,"DOE","P.S. 219 Kennedy - King","","1060 Clarkson Ave","K",11212,"718-342-0493","wsmith4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k219",1,72,2,2,"18K219","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K221",1001983,181168,"DOE","P.S. 221 Toussaint L'Ouverture","","791 Empire Blvd","K",11213,"718-756-0122","cmoodie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k221",1,54,2,3,"17K221","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K222",1001227,162862,"DOE","P.S. 222 Katherine R Snyder","","3301 Quentin Rd","K",11234,"718-998-4298","tolivie@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k222",1,36,2,3,"22K222","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K224",1021434,181544,"DOE","P.S. 224 Hale A Woodruff","","757 Wortman Ave","K",11208,"718-235-3600","gandrews@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k224",1,54,3,3,"19K224","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K225",996443,150554,"DOE","P.S. 225 - The Eileen E Zaglin","","1075 Ocean Vw Ave","K",11235,"718-743-9793","cgiardino@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k225",1,54,3,2,"21K225","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K226",990693,163416,"DOE","P.S. 226 Alfred De B Mason","","6006 23rd Ave","K",11204,"718-234-4940","stannen2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k226",1,54,3,7,"21K226","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K229",980558,161737,"DOE","P.S. 229 Dyker","","1400 Benson Ave","K",11228,"718-236-5447","aabrams6@schools.nyc.gov","http://ps229.org",1,36,2,3,"20K229","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K230",989675,174378,"DOE","P.S. 230 Doris L Cohen","","1 Albemarle Rd","K",11218,"718-437-6135","wacevedo@schools.nyc.gov","http://ps230.org",1,72,3,2,"15K230","apply","8:30 a.m","Yes","No",0,0,0,0,""
"K233",1008110,176607,"DOE","P.S. 233 Langston Hughes","","9301 Ave B","K",11236,"718-346-8103","dstephe3@schools.nyc.gov","http://ps233-k12-et.schoolloop.com",1,54,2,3,"18K233","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K235",1000654,177895,"DOE","P.S. 235 Janice Marie Knight School","","525 Lenox Rd","K",11203,"718-773-4869","18k235@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k235",1,34,2,3,"18K235","apply","8:00 a.m","No","No",0,0,0,0,""
"K236",1008520,163671,"DOE","P.S. 236 Mill Basin","","6302 Ave U","K",11234,"718-444-6969","spaingankar@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k236",1,54,2,3,"22K236","apply","8:00 a.m","No","No",0,0,0,0,""
"K238",994024,161069,"DOE","P.S. 238 Anne Sullivan","","1633 East 8th St","K",11223,"718-339-4355","hmusoff@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k238",1,90,3,3,"21K238","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K241",995237,183023,"DOE","P.S. 241 Emma L Johnston","","976 President St","K",11225,"718-636-4725","flucius@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k241",1,72,2,7,"17K241","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K243",1002118,185508,"DOE","P.S. 243 - The Weeksville School","","1580 Dean St","K",11213,"718-604-6909","khambri@schools.nyc.gov","http://schools.nyc.gov/schoolportals/16/k243",1,36,2,3,"16K243","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K244",1004881,175443,"DOE","P.S. 244 Richard R Green","","5404 Tilden Ave","K",11203,"718-346-6240","dedwards@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k244",1,36,2,1,"18K244","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K245",994541,174249,"DOE","P.S. 245","","249 East 17th St","K",11226,"718-284-2330","ewillia14@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k245",1,18,2,3,"22K245","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K249",993590,175985,"DOE","P.S. 249 The Caton","","18 Marlborough Rd","K",11226,"718-282-8828","ebrown4@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k249",1,36,5,9,"17K249","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K250",999425,196814,"DOE","P.S. 250 George H Lindsay","","108 Montrose Ave","K",11206,"718-384-0889","rlaciop@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k250",1,36,2,7,"14K250","apply","8:00 a.m","No","No",0,0,0,0,""
"K251",1005337,169271,"DOE","P.S. 251 Paerdegat","","1037 East 54th St","K",11234,"718-251-4110","snoel@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k251",1,72,2,3,"22K251","apply","8:15 a.m","No","No",0,0,0,0,""
"K253",994847,150547,"DOE","P.S. 253","","601 Oceanview Ave","K",11235,"718-332-3331","lsperon@schools.nyc.gov","http://ps253.org",1,36,3,3,"21K253","apply","8:00 a.m","No","No",0,0,0,0,""
"K254",997727,154490,"DOE","P.S. 254 Dag Hammarskjold","","1801 Ave Y","K",11235,"718-743-0890","lalhono@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k254",1,36,2,3,"22K254","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K255",996523,159403,"DOE","P.S. 255 Barbara Reing School","","1866 East 17th St","K",11229,"718-376-8494","22k255@schools.nyc.gov","http://ps255.org",1,36,2,3,"22K255","apply","8:00 a.m","No","No",0,0,0,0,""
"K256",998224,190889,"DOE","P.S. 256 Benjamin Banneker","","114 Kosciusko St","K",11216,"718-857-9820","shemphi@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k256",1,18,2,3,"13K256","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K257",1000436,195288,"DOE","P.S. 257 John F Hylan","","60 Cook St","K",11206,"718-384-7128","bdevale@schools.nyc.gov","http://schools.nyc.gov/schoolportals/14/k257",1,72,2,3,"14K257","apply","8:00 a.m","No","No",0,0,0,0,""
"K261",987504,189641,"DOE","P.S. 261 Philip Livingston","","314 Pacific St","K",11201,"718-330-9275","zmills@schools.nyc.gov","http://schools.nyc.gov/schoolportals/15/k261",1,36,2,3,"15K261","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K262",1003788,188160,"DOE","P.S. 262 El Hajj Malik El Shabazz Elementary School","","500 Macon St","K",11233,"718-453-0780","jfergus@schools.nyc.gov","http://ps262.org/home.aspx",1,18,3,3,"16K262","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K268",1004308,178698,"DOE","P.S. 268 Emma Lazarus","","133 East 53rd St","K",11203,"718-773-5332","sfaircl2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k268",1,36,3,1,"18K268","apply","8:15 a.m","No","No",0,0,0,0,""
"K269",998729,171624,"DOE","P.S. 269 Nostrand","","1957 Nostrand Ave","K",11210,"718-941-2800","jpagan22@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k269",1,36,3,2,"22K269","apply","8:15 a.m","No","No",0,0,0,0,""
"K270",994945,191064,"DOE","P.S. 270 Johann Dekalb","","241 Emerson Pl","K",11205,"718-623-5280","sneely@schools.nyc.gov","http://ps270k.org",1,36,2,3,"13K270","apply","8:15 a.m","Yes","Yes",0,0,0,0,""
"K272",1015842,170884,"DOE","P.S. 272 Curtis Estabrook","","101 - 24 Seaview Ave","K",11236,"718-241-1300","SThompson11@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k272",1,54,2,3,"18K272","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K273",1017806,179114,"DOE","P.S. 273 Wortman","","923 Jerome St","K",11207,"718-649-5739","mavery@schools.nyc.gov","http://schools.nyc.gov/schoolportals/19/k273",1,36,2,3,"19K273","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K274",1004250,192316,"DOE","P.S. 274 Kosciusko","","800 Bushwick Ave","K",11221,"718-574-0273","sliebov@schools.nyc.gov","http://schools.nyc.gov/schoolportals/32/k274",1,54,3,3,"32K274","apply","8:15 a.m","No","No",0,0,0,0,""
"K276",1009786,170188,"DOE","P.S. 276 Louis Marshall","","1070 East 83rd St","K",11236,"718-241-5757","yfideli@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k276",1,90,2,3,"18K276","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K277",1004239,156389,"DOE","P.S. 277 Gerritsen Beach","","2529 Gerritsen Ave","K",11229,"718-743-6689","jfish3@schools.nyc.gov","http://schools.nyc.gov/schoolportals/22/k277",1,18,2,7,"22K277","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K279",1014049,173991,"DOE","P.S. 279 Herman Schreiber","","1070 East 104th St","K",11236,"718-444-4316","lchambers@schools.nyc.gov","http://schools.nyc.gov/schoolportals/18/k279",1,54,2,3,"18K279","apply","8:00 a.m","Yes","No",0,0,0,0,""
"K282",990423,185765,"DOE","P.S. 282 Park Slope","","180 6 Ave","K",11217,"718-622-1626","rhoke2@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k282",1,90,2,7,"13K282","apply","8:15 a.m","Yes","No",0,0,0,0,""
"K284",1009894,182254,"DOE","P.S. 284 Lew Wallace","","213 Osborn St","K",11212,"718-495-7791","smunlin@schools.nyc.gov","http://schools.nyc.gov/schoolportals/23/k284",1,18,3,3,"23K284","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K287",989554,193596,"DOE","P.S. 287 Bailey K Ashford","","50 Navy St","K",11201,"718-834-4745","mrawlin@schools.nyc.gov","http://schools.nyc.gov/schoolportals/13/k287",1,54,2,3,"13K287","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K288",986399,148501,"DOE","P.S. 288 The Shirley Tanyhill","","2950 West 25th St","K",11224,"718-382-2100","qdixon@schools.nyc.gov","http://schools.nyc.gov/schoolportals/21/k288",1,36,2,3,"21K288","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
"K289",1000334,185025,"DOE","P.S. 289 George V Brower","","900 St Marks Ave","K",11213,"718-493-3824","charris10@schools.nyc.gov","http://schools.nyc.gov/schoolportals/17/k289",1,54,2,3,"17K289","apply","Contact program about start time","Contact program about extended hours","Contact program about extended hours",0,0,0,0,""
